商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
FU7346,https://www.adidas.com/us/pulseboost-hd-shoes/FU7346.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ae14e10887b84b818a2baa2d0008704f_9366/Pulseboost_HD_Shoes_Blue_FU7346_01_standard.jpg",adidas Pulseboost HD Shoes - Blue | adidas US,adidas,['Running'],W,140,"We believe that feet deserve a runner's high, too. That's why the Pulseboost HD is sitting on an all-new Boost HD midsole that delivers more stability with the same crazy responsiveness and comfort on any surface. The streets are calling, let's go get it.

Boost HD
Boost HD is engineered for more stability with the same best-in-class comfort and responsiveness

Adaptive Traxion
Adaptive Traxion gives maximum grip to quickly change direction on any surface—because running should give you the freedom to explore

Adapt Knit
Adapt Knit adjusts to any foot shape, giving you a personalized fit on the go

Boost Playlists
New shoes. New tracks. Scan the QR code on Pulseboost HD to unlock an exclusive playlistegular fit Lace closure Adaptive knit textile upper with non-stretch zones for forefoot and midfoot support Textile lining; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions High-density Boost for a responsive and stable feel Sock-like construction hugs the foot Scan the QR code to unlock an exclusive running playlist Weight: 12 ounces (size 9) Midsole drop: 8 mm (heel: 18 mm, forefoot: 10 mm) Reflective forefoot stability insert for lateral support Imported"
F99921,https://www.adidas.com/us/box-hog-3-shoes/F99921.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/73bb623aa3fe4b68b862aa4d01202ee4_9366/Box_Hog_3_Shoes_Black_F99921_01_standard.jpg",adidas Box Hog 3 Shoes - Black | adidas US,adidas,['Boxing'],U,100,Lightweight stability Solid contact Enhanced durability Breathable mesh upper with inner reinforcements to support every step A thin EVA midsole keeps your foot close to the canvas for responsive footwork Abrasion-resistant toe cap protects the forefoot for added longevity Stay light on your feet until the final bell sounds. These boxing shoes leave an impression with an eye-catching breathable mesh upper that hugs the foot for bout-winning support. Extra stability is provided by the mid-cut design and inner reinforcements. A thin EVA midsole gives you direct contact with the canvas.egular fit; Mid cut Lace closure Knit mesh upper with synthetic suede overlays; Abrasion-resistant toe cap Gum rubber outsole; Total inner reinforcement Thin EVA midsole; Textile-covered EVA sockliner Weight: 304 g Imported
EE4763,https://www.adidas.com/us/zx-4000-shoes/EE4763.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/552499dce49a48e2a526aa5700ec6d7a_9366/ZX_4000_Shoes_Black_EE4763_01_standard.jpg",adidas ZX 4000 Shoes - Black | adidas US,adidas,['Lifestyle'],U,100,"Signature ZX style Torsion System The heel overlay gives a nod to the iconic heel cage support of the original ZX running designs Torsion System for midfoot stability The ZX series reset the running scene in the '80s with a high-tech approach based on the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes offer a retro-tech look in a mix of mesh and suede. They're cushioned for modern comfort with a lightweight and flexible foam midsole.egular fit Lace closure Mesh and suede upper Textile lining; Rubber outsole EVA midsole; Stabilizing Torsion System Soft feel Imported"
EH0251,https://www.adidas.com/us/zx-torsion/EH0251.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c783422de1544a8fb929aa3b01409a3d_9366/ZX_TORSION_White_EH0251_01_standard.jpg",adidas ZX TORSION - White | adidas US,adidas,['Lifestyle'],U,140,"The Zx Torsion is new for  Lifestyle on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Zx Torsion before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Zx Torsion on adidas.com so come back soon. In the meantime, here’s the product article number EH0251 for your reference, it's categorized as: Lifestyle Athletic & Sneakersmported"
EE8271,https://www.adidas.com/us/lite-racer-rbn-shoes/EE8271.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ff3455fd08d2452185f3aa4600eba2fb_9366/Lite_Racer_RBN_Shoes_Burgundy_EE8271_01_standard.jpg",adidas Lite Racer RBN Shoes - Burgundy | adidas US,adidas,['Running'],W,70,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.egular fit Lace closure Textile upper Combined Cloudfoam midsole and outsole Enjoy the comfort and performance of OrthoLite® Float sockliner Lightweight feel; Sock-like construction hugs the foot Imported
EF9598,https://www.adidas.com/us/streetball-shoes/EF9598.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/afddd2d2acf642b4be65aa33016137ab_9366/Streetball_Shoes_Orange_EF9598_01_standard.jpg",adidas Streetball Shoes - Orange | adidas US,adidas,['Lifestyle'],U,110,"Dial it back to the '90s with shoes based on a vintage streetball design. They offer a layered look with a mix of mesh and leather. Swerving lines and intense color pops add to the retro vibe. Super-light cushioning adds modern comfort.ace closure Leather and mesh upper Rubber outsole; Textile lining Super light Lightstrike cushioning for explosive, dynamic speed Imported"
F35579,https://www.adidas.com/us/adissage-slides/F35579.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2034762823bb4c7aab57a9ad016487c9_9366/Adissage_Slides_Blue_F35579_01_standard.jpg",adidas Adissage Slides - Blue | adidas US,adidas,['Swim'],U,30,"Rejuvenating slides for hardworking feet. These soft slides have an adjustable bandage-style upper and a plush, cushioned midsole. Massage nubs along the footbed provide relief with every step.egular fit Slip-on construction with hook-and-loop closure Single-bandage EVA upper Combined Cloudfoam midsole and outsole EVA massage nubs on footbed Soft feel Imported"
EE4726,https://www.adidas.com/us/adidas-sleek-mid-shoes/EE4726.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ec4fab9d0b6246d8aa65aa99010e3552_9366/adidas_Sleek_Mid_Shoes_White_EE4726_01_standard.jpg",adidas Sleek Mid Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"Unapologetically feminine. These shoes make a powerful statement with a sculptured mid-cut upper in soft leather. The rubber outsole gives them a streamlined, street-ready look.arrow fit; Women's-specific fit Lace closure Leather upper Synthetic leather lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
EE8078,https://www.adidas.com/us/cloudfoam-pure-shoes/EE8078.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8ac9ff914c1c43faa1deaa4300dca159_9366/Cloudfoam_Pure_Shoes_Grey_EE8078_01_standard.jpg",adidas Cloudfoam Pure Shoes - Grey | adidas US,adidas,['Running'],W,70,Cradle your foot in comfort. These girls' shoes fit like a dream with a stretchy mesh upper. The memory foam sockliner and Cloudfoam cushioning team up for an amazing step-in feel.tretchable two-tone mesh upper with sock-like construction adidas wordmark on tongue pull Repeated adidas wordmark on webbing heel pull Comfortable textile lining Cloudfoam Memory sockliner molds to the foot for superior step-in comfort Combined Cloudfoam midsole and outsole for step-in comfort and superior cushioning Main materials: Textile and synthetic upper / Textile lining / Synthetic outsole Imported
EE7229,https://www.adidas.com/us/yung-96-chasm-shoes/EE7229.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7be7472f86864896964eaa4701038a45_9366/Yung_96_Chasm_Shoes_Black_EE7229_01_standard.jpg",adidas Yung-96 Chasm Shoes - Black | adidas US,adidas,['Lifestyle'],U,100,"Inspired by playful '90s fashion Authentic Torsion System Lightweight cushioning  Layered upper, metallic details and chunky outsole recall '90s style trends Torsion System for midfoot stability Lightweight EVA midsole for a comfortable feel Daring and eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that channel the '96 Yung Chasm archival running shoes. They're made of leather and offer a supportive, cushioned feel.egular fit Lace closure Layered leather upper with mesh collar and metallic details Textile lining; Rubber outsole; Stabilizing Torsion System Lightweight EVA midsole Rugged feel Imported"
EE4723,https://www.adidas.com/us/adidas-sleek-shoes/EE4723.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9c2a6bae275d475895c0aa7100eca292_9366/adidas_Sleek_Shoes_Beige_EE4723_01_standard.jpg",adidas Sleek Shoes - Beige | adidas US,adidas,['Lifestyle'],W,80,"Unapologetically feminine. These shoes make a statement with a structured leather upper that has a soft feel. The rubber outsole gives them a streamlined, street-ready look.arrow fit; Women's-specific fit Lace closure Structured leather upper Synthetic lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
EF3523,https://www.adidas.com/us/continental-vulc-shoes/EF3523.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e6fd1a294ced4abab052a9e50142c4a8_9366/Continental_Vulc_Shoes_White_EF3523_01_standard.jpg",adidas Continental Vulc Shoes - White | adidas US,adidas,['Lifestyle'],U,65,The Continental 80 shoes capture vintage nostalgia modeled after the retro look of '80s fitness styles. These low top trainers feature a canvas upper with nubuck details and a vulcanized rubber outsole for a skate-inspired look and feel.ace closure Canvas upper with nubuck details Vulcanized rubber outsole; Textile lining Imported
CG7147,https://www.adidas.com/us/samba-og-shoes/CG7147.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6a1b55f7f644416d8adca8ba01023766_9366/Samba_OG_Shoes_White_CG7147_01_standard.jpg",adidas Samba OG Shoes - White | adidas US,adidas,['Lifestyle'],W,80,"Designed in the '50s as an indoor sneaker, the Samba has stepped through the decades as a street-style icon. These shoes stay true to the original look in leather with a suede overlay at the T-shaped toe.ace closure Leather and suede upper Rubber cupsole; Synthetic leather lining Imported"
G28334,https://www.adidas.com/us/ultraboost-x-3d-shoes/G28334.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f362cd3dbdb5453f892faa610174ed34_9366/Ultraboost_X_3D_Shoes_Black_G28334_01_standard.jpg",adidas Ultraboost X 3D Shoes - Black | adidas US,adidas,['Running'],W,230,"Elevate your morning run. A design collaboration with Stella McCartney, these lightweight running shoes bring flexible support to your stride with a slip-on construction that molds to your foot. Energy-returning cushioning propels every step.

This product is created with yarn made in collaboration with Parley for the Oceans. Some of the yarn features Parley Ocean Plastic™ which is made from recycled waste that's intercepted from beaches and coastal communities before it reaches the ocean.egular fit Slip-on construction adidas Primeknit 360 textile upper Flexible Stretchweb outsole; Stabilizing Torsion System Compression-fit adaptive arch; Responsive Boost midsole Imported"
AP9966,https://www.adidas.com/us/adilette-comfort-slides/AP9966.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/da363cc138f945b19850a80e010fa6e2_9366/Adilette_Comfort_Slides_Black_AP9966_01_standard.jpg",adidas Adilette Comfort Slides - Black | adidas US,adidas,"['Lifestyle', 'Swim']",W,35,Rejuvenate tired feet in these women's slides. The lightweight slides have a Cloudfoam Plus contoured footbed that delivers plush cushioning with every step. The classic design features a bandage upper with contrast 3-Stripes.ingle-bandage synthetic upper with 3-Stripes Textile lining for comfort Cloudfoam Plus footbed helps recharge your energy with pillow-soft cushioning Contoured footbed EVA outsole for lightweight comfort Main materials: Synthetic upper / Textile lining / Synthetic outsole Imported
EE4787,https://www.adidas.com/us/zx-torsion-shoes/EE4787.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a3bd5f4e95264e8aafdbaa2c0111ba14_9366/ZX_Torsion_Shoes_Blue_EE4787_01_standard.jpg",adidas ZX Torsion Shoes - Blue | adidas US,adidas,['Lifestyle'],U,140,"Endless energy Torsion System Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Torsion System for midfoot stability The ZX sneaker series reset the running scene in the '80s with a high-tech approach based on the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes revive the retro style with fresh materials. Made of mesh and suede, they feature energy-returning cushioning and a Torsion bar to deliver extra stability. Reflective details add a light-catching flash.egular fit Lace closure Mesh and suede upper Rubber outsole; Textile lining Responsive Boost midsole; Stabilizing Torsion System Imported"
